,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.0029426189308484553,0.006375674350171653,0.012996566944580677,0.031633153506620895
Lymphatic Metastasis,0.008426966292134831,0.01966292134831461,0.03932584269662921,0.05337078651685393
"Condition, Preneoplastic",0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
Alzheimer's Disease,0.0033500837520938024,0.007370184254606366,0.01407035175879397,0.03350083752093802
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.09090909090909093
Female infertility,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
Single Seizure,0.0,0.0,0.0,0.0
Stomach Neoplasms,0.02642276422764228,0.03048780487804878,0.0508130081300813,0.08130081300813008
Pneumonitis,0.02662229617304493,0.04658901830282862,0.06988352745424292,0.10316139767054908
Malignant neoplasm of prostate,0.005,0.010294117647058823,0.020294117647058824,0.04294117647058823
Neuroblastoma,0.007492287351256059,0.013221683561040106,0.0242397531952402,0.044513001322168365
