,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.3916918197403048,0.4546212445496627,0.5028528394498657,0.5893849308404485
Lymphatic Metastasis,0.1238187573792207,0.13610766545628591,0.12208517450748313,0.1012474120743998
"Condition, Preneoplastic",0.04622440829742682,0.04622440829742682,0.04622440829742682,0.04622440829742682
Alzheimer's Disease,0.4000495535543143,0.4716055521028759,0.4211080258018756,0.440377365566912
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.02471897509515333
Female infertility,0.0,0.04186245699959674,0.04186245699959674,0.04186245699959674
Single Seizure,0.0,0.0,0.0,0.0
Stomach Neoplasms,0.4790317926855774,0.36440750634280056,0.30205402888683713,0.2491079427912947
Pneumonitis,0.5833711704021163,0.5598914489259529,0.4386569282610791,0.3400159016399533
Malignant neoplasm of prostate,0.7008677962742652,0.7075680905784567,0.7205060671822384,0.7165802873124439
Neuroblastoma,0.6230930990718222,0.5866437708432224,0.5692894087918764,0.5167173968275196
