,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.003455083909180652,0.009131293188548864,0.01974333662388944,0.03701875616979269
Lymphatic Metastasis,0.008,0.024,0.04533333333333334,0.064
"Condition, Preneoplastic",0.0,0.0,0.1111111111111111,0.1111111111111111
Alzheimer's Disease,0.004051316677920324,0.01012829169480081,0.01991897366644159,0.036799459824442944
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.09090909090909093
Female infertility,0.0,0.0,0.125,0.125
Single Seizure,0.0,0.0,0.0,0.0
"Hearing Loss, Extreme",0.0,0.0,0.0,0.0
Stomach Neoplasms,0.020366598778004074,0.024439918533604887,0.03258655804480652,0.038696537678207736
Pneumonitis,0.018363939899833055,0.035058430717863104,0.045075125208681135,0.051752921535893164
Malignant neoplasm of prostate,0.007153502235469449,0.013114754098360656,0.023845007451564832,0.03725782414307005
Neuroblastoma,0.007989347536617843,0.015090989791389259,0.028406569019085663,0.04394141145139813
