,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.003455083909180652,0.00937808489634748,0.01974333662388944,0.03677196446199408
Lymphatic Metastasis,0.010666666666666666,0.024,0.042666666666666665,0.06933333333333333
"Condition, Preneoplastic",0.0,0.0,0.0,0.2222222222222222
Alzheimer's Disease,0.004726536124240378,0.010465901417960836,0.01924375422012154,0.037474679270763
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.09090909090909093
Female infertility,0.0,0.0,0.125,0.125
Single Seizure,0.0,0.0,0.0,0.0
"Hearing Loss, Extreme",0.0,0.0,0.0,0.0
Stomach Neoplasms,0.018329938900203662,0.024439918533604887,0.03258655804480652,0.04073319755600815
Pneumonitis,0.01669449081803005,0.0333889816360601,0.041736227045075125,0.06176961602671119
Malignant neoplasm of prostate,0.007153502235469449,0.012816691505216095,0.02354694485842027,0.039046199701937415
Neuroblastoma,0.007989347536617843,0.015090989791389259,0.029738126941855306,0.047936085219707054
