,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.0068677949472651465,0.018039980497318375,0.03853564547206165,0.07055503292568202
Lymphatic Metastasis,0.015,0.042352941176470586,0.07157894736842106,0.08347826086956522
"Condition, Preneoplastic",0.0,0.0,0.01834862385321101,0.009569377990430622
Alzheimer's Disease,0.00803481754268497,0.0199203187250996,0.03853690398432397,0.06894370651486399
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.009478672985781991
Female infertility,0.0,0.0,0.018518518518518517,0.009615384615384616
Single Seizure,0.0,0.0,0.0,0.0
"Hearing Loss, Extreme",0.0,0.0,0.0,0.0
Stomach Neoplasms,0.038759689922480633,0.044362292051756014,0.05414551607445008,0.054992764109985534
Pneumonitis,0.035256410256410256,0.06471494607087827,0.07725321888412018,0.07759699624530664
Malignant neoplasm of prostate,0.014201183431952662,0.02584434654919237,0.04630969609261939,0.07032348804500704
Neuroblastoma,0.015803336259877086,0.029526704298740776,0.05439864003399915,0.08071748878923768
