,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.4586538295253609,0.6309057110970048,0.7195632391146345,0.7119284387475283
Lymphatic Metastasis,0.09977183200911724,0.1496261230965626,0.15273123023086213,0.12050188135430485
"Condition, Preneoplastic",0.0,0.0,0.029554814281124175,0.029554814281124175
Alzheimer's Disease,0.5175756785129715,0.5906961535450973,0.5865342745193789,0.5517900152279732
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.02622893589384958
Female infertility,0.0,0.0,0.03686966205396862,0.03686966205396862
Single Seizure,0.0,0.0,0.0,0.0
"Hearing Loss, Extreme",0.0,0.0,0.0,0.0
Stomach Neoplasms,0.4647542444241896,0.3226466947171411,0.2301157320662311,0.15006167149118071
Pneumonitis,0.5030798979234503,0.4612199353895177,0.3307852143360562,0.21509976019622967
Malignant neoplasm of prostate,0.9685236837048788,0.905309381408688,0.8371103019563638,0.6831020900971537
Neuroblastoma,0.7295823213877185,0.6930489864178416,0.6565651040883518,0.534456421859826
