#rank	DIAMOnD_node	assortativity
1	H2BFM	-0.10586944596818437
2	C11orf54	-0.08463340762329316
3	ANXA1	-0.05290180617951807
4	C2orf78	-0.04920913884007044
5	PLCXD2	-0.029650032404407847
6	CDC42	-0.029625276548672804
7	BLMH	-0.01935826040837989
8	EPHA2	0.007787421810599771
9	SERPINB5	0.00226390685640296
10	STK11	0.017317978644991776
11	RASSF1	0.031332008857668396
12	CCNE1	0.047608817084175255
13	LATS2	0.08035576656287591
14	GLIS2	0.11423872477702605
15	NF2	0.14786614688973923
16	CCND2	0.18319642153277077
17	CDK6	0.22245041135856516
18	CDKN2B	0.2569367689542865
19	FGFR4	0.29225530393070526
20	MET	0.3240961344575694
21	TERT	0.3507451268195962
22	MSI2	0.3702170661074555
23	RAF1	0.39080653581322333
24	MAP2K5	0.4047484496382522
25	TEAD2	0.4173815302475344
