#rank	DIAMOnD_node	assortativity
1	CIC	-1.0
2	PIAS2	-0.6799999999999998
3	PIAS1	-0.4624999999999988
4	SUMO1	-0.10303030303030325
5	JUN	-0.11981566820276518
6	UBE2I	0.11926605504587234
7	DAXX	0.1877880184331789
8	CREBBP	0.19426934097421128
9	AR	0.16467065868263556
10	HIST1H4A	0.16666666666666424
11	HDAC1	0.11261654034475145
12	EP300	0.12259615384614979
13	ESR1	0.09895555625254265
14	JUNB	0.0749237694206456
15	BRCA1	0.07530171681115105
16	ZIC5	0.05928164725325856
17	EFCAB6	0.035978256618825435
18	PARP1	0.014681135031626649
19	HIF1A	0.00023207240658982184
20	TRIM28	-0.0033970068955978447
21	ZNF595	0.02195017879597009
22	TP53	0.009173951220787402
23	RWDD3	-0.0007411677509662686
24	BRD4	-0.015045652892680892
25	PCNA	-0.024473547736785208
