#rank	DIAMOnD_node	assortativity
1	SP1	-0.06343480556044369
2	AR	-0.0069295460396462
3	KAT2B	0.05465510742555571
4	RB1	0.08971188128352543
5	HIF1A	0.15520325704768428
6	NCOA1	0.17495631839619488
7	JUN	0.20620235160684044
8	FOS	0.2246078255751458
9	HNF1A	0.24285010989976316
10	H2BFM	0.25625466782963147
11	SIRT1	0.26684062432360933
12	OR9A4	0.2742702183673366
13	CREBBP	0.273500607980948
14	SMAD3	0.282232415258013
15	CDK4	0.28604689377303444
16	C2orf78	0.2849134141746783
17	VDR	0.28107436639348
18	CDKN1A	0.28714130360733886
19	NCOA3	0.28457511825969184
20	PGR	0.28951035110471485
21	RELA	0.3026851920542897
22	BRCA1	0.29981398941303417
23	MUC3A	0.29452264824161717
24	HDAC1	0.28796675394720517
25	SPATA31A3	0.2806368295333561
