#rank	DIAMOnD_node	assortativity
1	FES	-0.10975609756097623
2	HSP90AA1	0.044444444444444585
3	FGR	0.07070707070707011
4	RASSF1	0.0178817056396142
5	EGFR	-0.014218009478673448
6	HSH2D	-0.06106620948648842
7	ERBB3	-0.017559932814169444
8	ERBB4	0.019413028925765772
9	SYK	0.025677533385703513
10	SRC	0.029200293470287925
11	AR	0.05563354650860716
12	LYN	0.08206645300901175
13	PIK3R1	0.09526525955504866
14	CD24	0.10182392646847628
15	PIK3R3	0.09782839658323061
16	CBL	0.1037817949480592
17	GAB1	0.0922187125899658
18	HCK	0.08456294066528335
19	PIK3R2	0.07591549893542644
20	KIT	0.12136745523595872
21	CRK	0.11311916358805715
22	ABL1	0.10097158350108532
23	SHC1	0.08618506549061147
24	GRB2	0.08827498158325553
25	CSF3R	0.08960080236043332
