#rank	DIAMOnD_node	assortativity
1	EEF2	-0.055346939393914364
2	PABPC1	-0.04541446957822886
3	WDR5	-0.0378115228092559
4	FBXW7	-0.02950125300858999
5	YAP1	-0.020276194203389726
6	HNRNPA1	-0.009392812963132107
7	RPL4	-0.0009199805851775769
8	FUS	0.005618976366473764
9	EFTUD2	0.014366470532606422
10	MEPCE	0.023830721384913454
11	CHD4	0.03302984390078356
12	RPS5	0.04132946183142802
13	RPL14	0.05207697429298642
14	RPS8	0.06355364553650394
15	PRPF8	0.07471831568034558
16	RPL6	0.08407116798688034
17	RPS2	0.09397833243585019
18	RPL17	0.10325606188897626
19	RPL7A	0.1140895071851813
20	RPL7	0.1240758520447486
21	RPS3	0.13384550442349225
22	RPS6	0.14565143987293502
23	RPS23	0.15519670978784736
24	RPL10A	0.16464255455667343
25	RPL3	0.17374967716859194
