#rank	DIAMOnD_node	assortativity
1	PTPN20B	-0.16666666666666807
2	MTMR8	0.2285714285714285
3	ZNF90	0.34782608695652184
4	HSH2D	0.17557251908396962
5	GRB14	0.2955974842767307
6	OLIG1	0.2915129151291513
7	PIK3R3	0.48148148148148084
8	NPY4R	0.4776828110161455
9	GDI2P1	0.49294532627865956
10	MET	0.48786860768943546
11	SH2D1B	0.5333333333333333
12	KIT	0.5475982532751094
13	SH2D1A	0.5670647391577619
14	EBLN1	0.5827195136209526
15	ERBB4	0.5786918023421891
16	LEFTY1	0.5768786127167632
17	LEFTY2	0.5986988966133036
18	ACSS3	0.6149042214616
19	TNAP	0.6380857427716852
20	NCK1	0.6076349672464421
21	CD84	0.5862190916860681
22	SRC	0.5617764165390504
23	GRB2	0.5608980616371492
24	PDGFRB	0.5436415201361321
25	RASA1	0.5423804226918802
