,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.012667848999239931,0.02366565961732125,0.04525111884634511,0.08102862688015525
Lymphatic Metastasis,0.04481792717086835,0.08376963350785341,0.1388888888888889,0.19548872180451127
"Condition, Preneoplastic",0.0,0.0,0.0,0.0
Alzheimer's Disease,0.0163098878695209,0.032345013477088944,0.05831676607024519,0.10904425914047466
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.0
Female infertility,0.060606060606060615,0.06896551724137932,0.037037037037037035,0.019230769230769232
Single Seizure,0.0,0.0,0.0,0.0
"Hearing Loss, Extreme",0.0,0.0,0.0,0.0
Stomach Neoplasms,0.0631163708086785,0.12030075187969926,0.1855670103092784,0.2375366568914956
Pneumonitis,0.03565640194489465,0.0778816199376947,0.13872832369942195,0.21464646464646464
Malignant neoplasm of prostate,0.015332720024532353,0.03043213633597078,0.05755395683453238,0.10302677532013972
Neuroblastoma,0.018867924528301886,0.03376277210128832,0.06345067362016514,0.1066222407330279
