,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.006119326874043855,0.011728709841917387,0.023202447730749615,0.042580316165221815
Lymphatic Metastasis,0.021084337349397592,0.04819277108433735,0.08433734939759037,0.1566265060240964
"Condition, Preneoplastic",0.0,0.0,0.0,0.0
Alzheimer's Disease,0.00822481151473612,0.01644962302947224,0.02981494174091844,0.058259081562714185
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.0
Female infertility,0.125,0.25,0.25,0.25
Single Seizure,0.0,0.0,0.0,0.0
"Hearing Loss, Extreme",0.0,0.0,0.0,0.0
Stomach Neoplasms,0.03319502074688797,0.06639004149377592,0.1099585062240664,0.16804979253112035
Pneumonitis,0.01689189189189189,0.04391891891891892,0.08277027027027027,0.14189189189189189
Malignant neoplasm of prostate,0.007725587144622991,0.015451174289245985,0.029975278121137205,0.05469715698393078
Neuroblastoma,0.009086778736937756,0.017264879600181738,0.031349386642435265,0.052248977737392094
