,Top 25,Top 50,Top 100,Top 200
Colorectal Carcinoma,0.9735188776111144,0.9400232030052624,0.9244538263451976,0.8597664211493664
Lymphatic Metastasis,0.2628460894322785,0.2954374238052765,0.2760196798352682,0.2609212303462857
"Condition, Preneoplastic",0.0,0.0,0.0,0.0
Alzheimer's Disease,0.9470377552222292,0.9527994442357096,0.8872681053988996,0.8650810450540138
Ovarian Mucinous Adenocarcinoma,0.0,0.0,0.0,0.0
Female infertility,0.12647135138382856,0.17908712593525172,0.17908712593525172,0.17908712593525172
Single Seizure,0.0,0.0,0.0,0.0
"Hearing Loss, Extreme",0.0,0.0,0.0,0.0
Stomach Neoplasms,0.6695951539154316,0.6581943210005168,0.5670303846999224,0.4535132755593026
Pneumonitis,0.3543594236983614,0.4586767376563454,0.4580097683129968,0.4150736633128482
Malignant neoplasm of prostate,1.0,1.0,0.976345526187264,0.9068376892561352
Neuroblastoma,0.8481466616175167,0.8012559210441216,0.7332380745401675,0.6224528625003072
